Topic,Words
298,"articles, article, livrés, livraison, longue, livraison très, non livrés, articles non livrés, livraison articles, livraison article, article livré, articles livrés, trop longue, articles non, articles très"
299,"recommande, rien reçu, recommanderai, rien, réponse, recommanderai plus, jamais, sais, recommande sans, problème, sans hésiter, reprendra, reçu, ni, répondre"
300,"frais port, port, frais, frais ports, ports, frais port frais, port frais, remboursement frais port, remboursement frais, frais port exorbitants, port exorbitants, élevés, plus frais port, payer, payer frais port"
301,"euros, 300, montant, commande, 50, valeur, 500, commandé, plus 300, 300 euros, euros commande, 100, plus 1000, payé, près"
302,"peux retard tout, super livraison peux, retard tout parfait, peux retard, livraison peux retard, retard tout, livraison peux, super livraison, tout parfait, peux, super, parfait, retard, tout, livraison"
303,"satisfaite commande, satisfaite, très satisfaite commande, très satisfaite, commande très satisfaite, commande très, commande satisfaite, satisfaite commande très, satisfaite commande satisfaite, commande satisfaite commande, commande, satisfait commande, satisfait, très, tres satisfaite"
304,"prix, gonflés, prix prix, intéressants, prix très, prix affichés, affichés, prix gonflés, intéressant, gonflés faire, faire croire, gonflé, vaut, prix barrés, barrés"
305,"laissez, laissez avoir comme, laissez avoir, avoir comme, tranquillement voyage, inquiète part tranquillement, laissons faire inquiète, part tranquillement, part tranquillement voyage, laissons faire, laissez faire, laissez faire laisserai, laisserai faire laissons, faire laissons faire, faire laissons"
306,"délais, délais livraison, délai livraison, livraison respecté, respecté, délai livraison respecté, délai, respectés, livraison, livraison délais, délais délai livraison, délais délai, livraison respectés, délais livraison respectés, respecté livraison"
307,"cliente, cliente depuis, années, depuis, clients, depuis années, ans, fidèle, cliente depuis années, client, client depuis, cliente chez, 10 ans, bonne cliente, cliente fidèle"
308,"vente, vente privée, privée, commande vente, commande vente privée, années, commande, chez vente, privées, privee, ventes, ventes privées, commandes, vente privee, années commande vente"
309,"satisfaite achat, très satisfaite achat, achat très, satisfaite, achat, satisfaite achat très, achats, satisfaite achats, achat très satisfaite, achats très, achat satisfaite, très satisfaite, achat satisfaite achat, contente achat, très contente achat"
310,"100, euros, 100 euros, payé, 99, 70, 80, 60, 49, 80 euro, 70 euros, 129, 74, 90, euro"
311,"rapide, rapide efficace, livraison rapide, efficace, rapidement, super rapide, rapidité, rapide produits, produits, rapide produit, remboursement rapide, rapide efficace produits, produit arrivé très, top, qualité"
312,"manœuvres, empêcher annulation, empêcher annulation vente, entre vente réalité, épuisées dès, manœuvres afin, manœuvres afin empêcher, mat manœuvres, mat manœuvres afin, observation couleur, observation couleur différente, part vente pourquoi, plus mat, plus mat manœuvres, pourquoi certaines"
313,"attentes commande, commande conforme attentes, attentes, conforme attentes, commande conforme, attentes commande conforme, conforme attentes commande, attentes commande correspondant, commande correspondant, commande correspondant attentes, correspondant attentes, conforme, correspondant attentes commande, correspond attentes commande, commande correspond"
314,"frais livraison, livraison, domicile, livreur, frais, livraison domicile, élevés, relais, service livraison, livraisons, livraison livraison, point relais, point, livré, livraison très"
315,"date, prévue, avant date, commande, 12, date prévue, novembre, 11, livraison prévue, avant, 06, commande date, 05, avant date prévue, date livraison"
316,"service client, client, service, contacté service, contacté service client, contacté, réponse, dit, remboursement, service client dit, client dit, service clients, clients, contacter service client, contacter"
317,"produits, qualité, prix, qualité produits, bonne qualité, produits bonne, produits bonne qualité, bonne, produits qualité, qualité prix, bonne qualité produits, produit, prix produits, qualité produit, produits très"
318,"euros, 20, vendu, 10, 99, payer, 30, 50, dédommagement, débité, 40, payé, retrouve, perdu, 90"
319,"robes, deux robes, taille, leggings, robes commandées, commandées, trop, blouse, marque, qualité, deux, belles, belle, tissu, legging"
320,"satisfaite articles, très satisfaite articles, satisfaite, très satisfaite, articles satisfaite articles, articles satisfaite, satisfaite articles commandés, articles, articles très satisfaite, satisfaite articles très, articles commandés, articles commandés très, articles très, commandés très, commandés"
321,"showroom, showroomprive, showroomprivé, showroom privé, privé, expérience showroomprive, expérience, com, showroomprive com, bonjour, prix, chez showroomprivé, jamais showroom, recommande showroom, partager"
322,"plastique, emballage, fragiles, fabrication, protection, sans protection, correspond, bâche, carton, fragile, gestion, dégradation, photo, absolument, plastiques"
323,"colis, transporteur, mail, informant, réception, adresse, décembre, suivi, relais, réception colis, poste, suivi colis, colis perdu, dépôt, colis jamais"
324,"client, service client, service, clients, cliente, service clients, écoute, depuis, cliente depuis, joindre, client très, satisfaction, appelle service, services, joindre service"
325,"commandé, commander, commande, marque, mai, noël, reçu, veste, cadeau, reçois, fois, cabine, commandé veste, valise cabine, fois commande"
326,"notice, notice français, message, français, signaler problème, signaler, message signaler problème, message signaler, alerter, dire si, définitivement, note, remboursement partiel motif, retard livraison fais, internet trouver notice"
327,"date, jours, avant date, jour, 12, prévue, avant, date prévue, annonce, jours avant, annoncée, 15, 20, livré, janvier"
328,"commande, commandes, commande non, annuler, annuler commande, moitié commande, reçu commande, reçu moitié, non, reçu moitié commande, première commande, moitié, reçu, commande non conforme, correspond"
329,"font, disent, elles, peuvent, quand, leurs, savent, plus, livré, rien, doivent, rappeler, si, moquent, autres"
330,"site, photos site, sites, site conforme, conforme photos site, site commande, vue mer, photos site commande, site conforme présentation, conformes photos site, conforme photos, travel one, places, travel, conforme présentation"
331,"colis, relais, relais colis, récupérer colis, point relais, point, récupérer, remboursement, retourné, renvoyer colis, retour colis, reçu colis, attendre, poste, rembourser"
332,"long, trop long, délai livraison, trop, longue, délai, livraison trop, livraison, livraison peu, délais livraison, peu long, trop longue, livraison long, peu, très long"
333,"articles, article, article arrivé, article reçu, retourner article, reçu article, articles très, article conforme, qualité, abîmé, trop, article trop, marque, articles non, arrivé"
334,"livraison, livreur, délais livraison, délais, délai livraison, délai, livré, livraisons, livraison livraison, avance, respecté, point relais, frais livraison, délai annoncé, point"
335,"peu long, livraison peu, délais livraison peu, livraison peu long, peu, long, peu longs, délais livraison, toujours peu longs, livraison toujours peu, délais livraison toujours, toujours peu, peu long parfait, long tout parfait, peu longs délais"
336,"manche, manque, manquait, pièces, manque pièces, camel, pièce, manches, manquante, colonne, qualité manquait, 2ème colis, pièce manquante, mentent, bouton"
337,"avant plus, autant échantillons avant, cependant plus autant, avant plus rien, avant plus comme, autant échantillons, rien voir avant, échantillons avant plus, échantillons avant, voir avant plus, plus autant échantillons, plus autant, cependant plus, voir avant, plus comme avant"
338,"prix, qualité prix, qualité, prix livraison, intéressants, cher, différence prix, souvent, différence, prix base, euros, prix très, marques, plus cher, parfois"
339,"remboursement, semaines, réponse, mois, jours, réparation, réponse part, relances, part, depuis, toujours, retour, attente, encore, demande"
340,"taille, jolie, couleur, photo, petit, rose, couleurs, trop, très jolie, belle, photos, très, petites, acheté, belles"
341,"euros, 99, 90, prix, valeur, 50, frais, 10, 80, montant, réduction, lieu, alors, achat, 20"
342,"financier enclenche, telephone personne responsable, telephone personne, service financier enclenche, remboursement telephone personne, financier enclenche demande, toujours faute, faute service financier, facile toujours faute, facile toujours, toujours faute service, excuse facile toujours, demande remboursement telephone, enclenche, enclenche demande remboursement"
343,"mail, mails, envoyé, appels, remboursement, réponse, après, reçu mail, envoie mail, reçois, retour, envoie, reçois mail, répondent mails, envoyer"
344,"remboursement, client, service, service client, demande, retour, euros, frais, rembourser, faire, donc, après, jours, contacté, dit"
345,"vente, ventes, vente monday moon, vente monday, monday moon, 04 09, monday, moon, 09, monday moon 04, shock, shock absorber, absorber, moon 04, moon 04 09"
346,"qualité, bien, tout, dire, cuir, cela, très, impossible, écran, monter, meuble, fidélité, peu, plus, fois"
347,"dame, madame, cela reproduira, espère cela reproduira, belle, femme, reproduira, cela, espère cela, bride, elles, factrice, belle tout, dame très, gros trou"
348,"clients, respect, société, client, responsable, considération, cette société, dysfonctionnement, veepee, faire, aucune considération, cette, conditions, demande, solution"
349,"retour, remboursement, rétractation, retours, faire, rembourser, faire retour, démarches, tablette, remboursé, droit rétractation, procédure, relais, droit, impossible"
350,"attendre, attends, vais, encore, mois, remboursement, depuis, compte, dois, patienter, faire, cliente, responsable, jours, attendez"
351,"super, beau, très, merci, très beau, tres, joli, qualité, bonne qualité, beaucoup, merci beaucoup, bonjour, rapport qualité, très bon, qualité très"
352,"nul nul, carton, achat, nul, nul nul nul, poussette, radiateurs, achats, café, abîmé, lit, boîtes, deux, boule, écran"
353,"commande, commandes, commande commande, commandé, reçue, cette commande, commande conforme description, dernières, commande reçue, bon état, état, partie commande, dernières commandes, commande conforme, partie"
354,"rapide, livraison rapide, conforme, conforme photo, photo, produit conforme, rapide produit, rapide conforme, photo livraison rapide, commande conforme, livraison rapide produit, rapide produit conforme, produit conforme photo, photo livraison, livraison rapide conforme"
355,"site, sites, recommande, jamais site, jamais, plus, plus jamais, plus jamais site, site plus, plus site, autres sites, internet, problème, plus commander site, site très"
356,"vente, vente privée, privée, après vente, service après vente, service après, privee, vente privee, après, service, contact, site vente, ventes, client, contacté"
357,"expéditeur, chez expéditeur, envoie rapide, expédier, information suivante, instant rien redire, regarde suivi aucun, impatient renvoyer expéditeur, fait moins 15, impatient renvoyer, renvoyer expéditeur, expédié quand regarde, expédié quand, information suivante expédié, expédié 72h ok"
358,"colis, reçu colis, colissimo, suivi colis, relais, colis colis, colis livré, colis reçu, état, arrivé, reçu, suivi, livré, colis arrivé, recevoir colis"
359,"téléphonique, mail, mails, service, réponse, demande, messages, contacter, plusieurs, téléphoniques, appels, numéro, service client, client, message"
360,"commande, commandes, compte, dit, toujours, message, rien, mois, client, après, jours, octobre, plusieurs, commandé, service client"
361,"site, sites, autres sites, site site, autres, site plus, acheter site, fuyez site, recommande site, site très, plus, sérieux, affaires, bon site, expérience site"
362,"service clients, déception, accuse, fraude, restés sans réponse, restés sans, articles défectueux, restés, clients, jours font plus, jamais mails mentent, jours contester rien, jours contester, joindre société matelas, litiges traitement leurs"
363,"contacter, bonjour, contact, téléphonique, contacté, lundi, 05 2021, contact site, adresse, numéro, contactée, contacts, personne, contacte, hier"
364,"date, prévue, avant date, livraison date, date prévue, date livraison, livraison prévue, avant date prévue, livré avant date, livré avant, prévue livraison, date livraison respectée, livraison respectée, avant, prevue"
365,"avance belle, avance belle surprise, livraison avance belle, ok livraison avance, tout ok livraison, belle surprise, ok livraison, livraison avance, tout ok, ok, avance, belle, surprise, tout, livraison"
366,"mail, adresse, contacter, contacté, site, email, adresse mail, via, impossible joindre, vp, impossible, plusieurs, part, envoyer, joindre"
367,"rien, déçue, jamais, jamais déçue, normal, dire, si, tout, avoir, rien dire, déçu, soucis, sais, vrai, faire"
368,"commande, commandes, reçu commande, reçu, passé, commandé, mois, commande très, chez, bonjour, toujours, jamais, passé commande, commande commande, si"
369,"commandes, commande, problèmes, reçu, commandé, incomplète, incomplètes, annulation, annuler, fois, annulées, plusieurs commandes, envois, sans, retour"
370,"produits, produit, photos, arrivés, produits correspondent, amazon, qualité, moins, prix, plus, commercial, sites, showroomprivé, pr, payer"
371,"vente privée, privée, vente, ventes, privee, vente privee, privées, ventes privées, commande vente, faire, achat vente, mois vente privée, achat vente privée, chez vente, mois vente"
372,"colis, livraison colis, colissimo, colis arrivé, livré, arrivé, colis perdu, colis colis, perdu, livraison, colis reçu, livreur, emballage, suivi, toujours"
373,"service, service client, client, incompétent, service client incompétent, client incompétent, clients, déplorable, service clients, appel, client très, solution, service service, service client très, réponse"
374,"voleurs, concurrence, concurrents, leurs, prendre, veepee, comment, arnaqueurs, prendre exemple, vérifier, conseillers, vrais, conseil, cas, choses"
375,"commande arrivée, arrivée, satisfaite, satisfaite commande, commande arrive, très satisfaite, commande arrivée avance, commande arrivée plus, arrivée avance, arrivée plus, plus tôt, avance, tôt, commande, prévu"
376,"rebelote rien bouge, rebelote rien, rien bouge, rebelote, bouge, rien, , , , , , , , , "
377,"veste jamais, commandé veste jamais, veste jamais arrivée, récemment commandé veste, commandé veste, récemment commandé, jamais arrivée, récemment, veste, arrivée, commandé, jamais, , , "
378,"articles conformes, conformes, articles conformes description, articles, conformes description, description, description articles, articles conformes descriptions, conformes descriptions, description livraison, descriptions, délais rien, descriptions taille confort, délais articles conformes, description semblent bonne"
379,"showroom, showroomprivé, showroomprive, showroom privé, privé, dit, showroom dit, fournisseur, rembourser, retour, remboursement, réponse, demande, jours, séjour"
380,"appel ailleurs, appel ailleurs attends, attends toujours comme, comme toujouirs, toujours comme toujouirs, tout extra toujours, toujours appel ailleurs, tout extra, toujouirs tout, toujouirs tout extra, toujouirs, extra toujours attente, extra toujours, comme toujouirs tout, ailleurs attends"
381,"mail, message, reçois, reçois mail, 12, 17, 2020, date, jours, messages, envoyé, 08, annulation, remboursement, 02"
382,"livraison colis, colis livraison, prévenue, colis, indication livré compte, descende colis plus, décevante prévenu livraison, engage car, engage car rien, envoyer colis respecte, devait arriver colis, donc colis livraison, dont colis livrée, décevante prévenu, justificatif services"
383,"bancaire, carte, compte bancaire, commande effectue 24, sollicitations opposition paiement, établissement bancaire hésitez, tout cas fois, code banque or, code banque, toute données, chez quelques jours, sollicitations opposition, toute données bancaire, cas fois réception, mois toujours suite"
384,"meuble conforme photo, rapide meuble, livraison rapide meuble, meuble conforme, rapide meuble conforme, conforme photo, meuble, livraison rapide, photo, rapide, conforme, livraison, , , "
